country,continent,commodity,end_use_code,value,map_country
poland,europe,"furniture, household goods, etc.",41000,3874922,Poland
portugal,europe,"furniture, household goods, etc.",41000,1660842,Portugal
qatar,asia,"furniture, household goods, etc.",41000,8600768,Qatar
romania,europe,"furniture, household goods, etc.",41000,1449120,Romania
russia,europe,"furniture, household goods, etc.",41000,9700424,Russia
rwanda,africa,"furniture, household goods, etc.",41000,3833,Rwanda
s_africa,africa,"furniture, household goods, etc.",41000,6001479,South Africa
salvadr,c_america,"furniture, household goods, etc.",41000,5952557,El Salvador
samoa,oceania,"furniture, household goods, etc.",41000,115272,Samoa
sd_arab,asia,"furniture, household goods, etc.",41000,37759535,Saudi Arabia
senegal,africa,"furniture, household goods, etc.",41000,120025,Senegal
seychel,africa,"furniture, household goods, etc.",41000,5657,Seychelles
sier_ln,africa,"furniture, household goods, etc.",41000,176359,Sierra Leone
singapr,asia,"furniture, household goods, etc.",41000,18556567,Singapore
slovakia,europe,"furniture, household goods, etc.",41000,34171,Slovakia
slovenia,europe,"furniture, household goods, etc.",41000,549900,Slovenia
spain,europe,"furniture, household goods, etc.",41000,8647880,Spain
sri_lka,asia,"furniture, household goods, etc.",41000,136372,Sri Lanka
st_k_nev,carribean,"furniture, household goods, etc.",41000,13382942,Saint Kitts
sudan,africa,"furniture, household goods, etc.",41000,10000,Sudan
surinam,s_america,"furniture, household goods, etc.",41000,312584,Suriname
sweden,europe,"furniture, household goods, etc.",41000,4815171,Sweden
switzld,europe,"furniture, household goods, etc.",41000,6925264,Switzerland
syria,asia,"furniture, household goods, etc.",41000,92000,Syria
taiwan,asia,"furniture, household goods, etc.",41000,14380212,Taiwan
tajikist,asia,"furniture, household goods, etc.",41000,3195,Tajikistan
tanzania,africa,"furniture, household goods, etc.",41000,47819,Tanzania
thailand,asia,"furniture, household goods, etc.",41000,8725452,Thailand
togo,africa,"furniture, household goods, etc.",41000,66200,Togo
trinidad,carribean,"furniture, household goods, etc.",41000,8867540,Trinidad
tunisia,africa,"furniture, household goods, etc.",41000,371339,Tunisia
turkey,asia,"furniture, household goods, etc.",41000,9274367,Turkey
uganda,africa,"furniture, household goods, etc.",41000,58062,Uganda
ukingdom,europe,"furniture, household goods, etc.",41000,122343413,UK
ukraine,europe,"furniture, household goods, etc.",41000,1689131,Ukraine
uruguay,s_america,"furniture, household goods, etc.",41000,496732,Uruguay
us_nes,n_america,"furniture, household goods, etc.",41000,472523,NA
uzbekist,asia,"furniture, household goods, etc.",41000,79044,Uzbekistan
venez,s_america,"furniture, household goods, etc.",41000,14496399,Venezuela
vietnam,asia,"furniture, household goods, etc.",41000,993607,Vietnam
yemen_n,asia,"furniture, household goods, etc.",41000,117372,Yemen
yugoslav,europe,"furniture, household goods, etc.",41000,276169,Serbia
zaire,africa,"furniture, household goods, etc.",41000,7050,Democratic Republic of the Congo
zambia,africa,"furniture, household goods, etc.",41000,151618,Zambia
afghan,asia,"glassware, chinaware",41010,34185,Afghanistan
albania,europe,"glassware, chinaware",41010,5815,Albania
angola,africa,"glassware, chinaware",41010,20257,Angola
arab_em,asia,"glassware, chinaware",41010,2587170,United Arab Emirates
argent,s_america,"glassware, chinaware",41010,953200,Argentina
asia_nes,asia,"glassware, chinaware",41010,47402,NA
austral,oceania,"glassware, chinaware",41010,11124343,Australia
austria,europe,"glassware, chinaware",41010,6104249,Austria
bahamas,carribean,"glassware, chinaware",41010,2952192,Bahamas
bahrain,asia,"glassware, chinaware",41010,839011,Bahrain
barbado,carribean,"glassware, chinaware",41010,501990,Barbados
bel_lux,europe,"glassware, chinaware",41010,3670463,Luxembourg
belize,c_america,"glassware, chinaware",41010,46512,Belize
benin,africa,"glassware, chinaware",41010,10000,Benin
bermuda,carribean,"glassware, chinaware",41010,395378,Bermuda
bngldsh,asia,"glassware, chinaware",41010,29375,Bangladesh
bolivia,s_america,"glassware, chinaware",41010,35498,Bolivia
brazil,s_america,"glassware, chinaware",41010,4351244,Brazil
bulgaria,europe,"glassware, chinaware",41010,174536,Bulgaria
cambod,asia,"glassware, chinaware",41010,3259,Cambodia
cameroon,africa,"glassware, chinaware",41010,21500,Cameroon
canada,n_america,"glassware, chinaware",41010,134809056,Canada
chile,s_america,"glassware, chinaware",41010,1145163,Chile
china,asia,"glassware, chinaware",41010,5569572,China
colombia,s_america,"glassware, chinaware",41010,1323096,Colombia
cos_rica,c_america,"glassware, chinaware",41010,2870549,Costa Rica
croatia,europe,"glassware, chinaware",41010,16358,Croatia
cyprus,europe,"glassware, chinaware",41010,143085,Cyprus
czechrep,europe,"glassware, chinaware",41010,543295,Czech Republic
denmark,europe,"glassware, chinaware",41010,339013,Denmark
dom_rep,carribean,"glassware, chinaware",41010,2653366,Dominican Republic
ecuador,s_america,"glassware, chinaware",41010,645658,Ecuador
egypt,africa,"glassware, chinaware",41010,193223,Egypt
eq_gnea,africa,"glassware, chinaware",41010,46430,Equatorial Guinea
estonia,europe,"glassware, chinaware",41010,137500,Estonia
ethiopia,africa,"glassware, chinaware",41010,2868,Ethiopia
fiji,oceania,"glassware, chinaware",41010,143689,Fiji
finland,europe,"glassware, chinaware",41010,454805,Finland
france,europe,"glassware, chinaware",41010,3563584,France
gambia,africa,"glassware, chinaware",41010,5000,Gambia
german,europe,"glassware, chinaware",41010,14742437,Germany
ghana,africa,"glassware, chinaware",41010,10000,Ghana
greece,europe,"glassware, chinaware",41010,1470702,Greece
guadlpe,carribean,"glassware, chinaware",41010,33809,Guadeloupe
guatmala,c_america,"glassware, chinaware",41010,1634396,Guatemala
haiti,carribean,"glassware, chinaware",41010,80760,Haiti
hondura,c_america,"glassware, chinaware",41010,159599,Honduras
hongkong,asia,"glassware, chinaware",41010,10733017,NA
hungary,europe,"glassware, chinaware",41010,243171,Hungary
iceland,europe,"glassware, chinaware",41010,101062,Iceland
india,asia,"glassware, chinaware",41010,2885955,India
indones,oceania,"glassware, chinaware",41010,226632,Indonesia
iraq,asia,"glassware, chinaware",41010,1767506,Iraq
ireland,europe,"glassware, chinaware",41010,927117,Ireland
israel,asia,"glassware, chinaware",41010,4327890,Israel
italy,europe,"glassware, chinaware",41010,2993989,Italy
ivy_cst,africa,"glassware, chinaware",41010,47799,Ivory Coast
jamaica,carribean,"glassware, chinaware",41010,2109901,Jamaica
japan,asia,"glassware, chinaware",41010,16747287,Japan
jordon,asia,"glassware, chinaware",41010,193405,Jordan
kazakhst,asia,"glassware, chinaware",41010,4560,Kazakhstan
kenya,africa,"glassware, chinaware",41010,23760,Kenya
korea_s,asia,"glassware, chinaware",41010,7503106,South Korea
kuwait,asia,"glassware, chinaware",41010,638908,Kuwait
kyrgyzst,asia,"glassware, chinaware",41010,7454,Kyrgyzstan
latvia,europe,"glassware, chinaware",41010,64654,Latvia
lebanon,asia,"glassware, chinaware",41010,167677,Lebanon
liberia,africa,"glassware, chinaware",41010,4150,Liberia
libya,africa,"glassware, chinaware",41010,11483,Libya
lithuani,europe,"glassware, chinaware",41010,74295,Lithuania
macau,asia,"glassware, chinaware",41010,214160,NA
malawi,africa,"glassware, chinaware",41010,14000,Malawi
malaysia,asia,"glassware, chinaware",41010,18906412,Malaysia
malta,europe,"glassware, chinaware",41010,45574,Malta
mexico,n_america,"glassware, chinaware",41010,27239104,Mexico
morocco,africa,"glassware, chinaware",41010,8539,Morocco
n_antil,carribean,"glassware, chinaware",41010,757770,NA
nethlds,europe,"glassware, chinaware",41010,3630973,Netherlands
new_cale,oceania,"glassware, chinaware",41010,28736,New Caledonia
new_zeal,oceania,"glassware, chinaware",41010,1822388,New Zealand
nicaraga,c_america,"glassware, chinaware",41010,872761,Nicaragua
nigeria,africa,"glassware, chinaware",41010,425485,Nigeria
norway,europe,"glassware, chinaware",41010,367389,Norway
oman,asia,"glassware, chinaware",41010,76514,Oman
pakistan,asia,"glassware, chinaware",41010,216402,Pakistan
panama,c_america,"glassware, chinaware",41010,1659965,Panama
paragua,s_america,"glassware, chinaware",41010,62317,Paraguay
peru,s_america,"glassware, chinaware",41010,670833,Peru
phil,asia,"glassware, chinaware",41010,1914449,Philippines
poland,europe,"glassware, chinaware",41010,1447116,Poland
portugal,europe,"glassware, chinaware",41010,1548369,Portugal
qatar,asia,"glassware, chinaware",41010,260234,Qatar
romania,europe,"glassware, chinaware",41010,24555,Romania
russia,europe,"glassware, chinaware",41010,833990,Russia
s_africa,africa,"glassware, chinaware",41010,2307162,South Africa
salvadr,c_america,"glassware, chinaware",41010,3832061,El Salvador
samoa,oceania,"glassware, chinaware",41010,37067,Samoa
sd_arab,asia,"glassware, chinaware",41010,591551,Saudi Arabia
senegal,africa,"glassware, chinaware",41010,52530,Senegal
seychel,africa,"glassware, chinaware",41010,9740,Seychelles
singapr,asia,"glassware, chinaware",41010,1447163,Singapore
slovenia,europe,"glassware, chinaware",41010,579946,Slovenia
spain,europe,"glassware, chinaware",41010,2847994,Spain
sri_lka,asia,"glassware, chinaware",41010,3000,Sri Lanka
st_k_nev,carribean,"glassware, chinaware",41010,867203,Saint Kitts
surinam,s_america,"glassware, chinaware",41010,34973,Suriname
sweden,europe,"glassware, chinaware",41010,780228,Sweden
switzld,europe,"glassware, chinaware",41010,1501241,Switzerland
taiwan,asia,"glassware, chinaware",41010,5550050,Taiwan
thailand,asia,"glassware, chinaware",41010,1046373,Thailand
togo,africa,"glassware, chinaware",41010,7800,Togo
trinidad,carribean,"glassware, chinaware",41010,1893246,Trinidad
turkey,asia,"glassware, chinaware",41010,167801,Turkey
ukingdom,europe,"glassware, chinaware",41010,15453672,UK
ukraine,europe,"glassware, chinaware",41010,46010,Ukraine
uruguay,s_america,"glassware, chinaware",41010,38082,Uruguay
us_nes,n_america,"glassware, chinaware",41010,2870,NA
venez,s_america,"glassware, chinaware",41010,2535027,Venezuela
vietnam,asia,"glassware, chinaware",41010,48131,Vietnam
yemen_n,asia,"glassware, chinaware",41010,9555,Yemen
yugoslav,europe,"glassware, chinaware",41010,4500,Serbia
zaire,africa,"glassware, chinaware",41010,34000,Democratic Republic of the Congo
zimbabwe,africa,"glassware, chinaware",41010,10000,Zimbabwe
afghan,asia,"cookware, cutlery, tools",41020,85691,Afghanistan
albania,europe,"cookware, cutlery, tools",41020,10000,Albania
algeria,africa,"cookware, cutlery, tools",41020,59336,Algeria
angola,africa,"cookware, cutlery, tools",41020,134472,Angola
arab_em,asia,"cookware, cutlery, tools",41020,7237002,United Arab Emirates
argent,s_america,"cookware, cutlery, tools",41020,1556589,Argentina
asia_nes,asia,"cookware, cutlery, tools",41020,28652,NA
austral,oceania,"cookware, cutlery, tools",41020,19286814,Australia
austria,europe,"cookware, cutlery, tools",41020,312241,Austria
azerbaij,asia,"cookware, cutlery, tools",41020,19470,Azerbaijan
bahamas,carribean,"cookware, cutlery, tools",41020,3026979,Bahamas
bahrain,asia,"cookware, cutlery, tools",41020,785943,Bahrain
barbado,carribean,"cookware, cutlery, tools",41020,2595675,Barbados
bel_lux,europe,"cookware, cutlery, tools",41020,3690682,Luxembourg
belarus,europe,"cookware, cutlery, tools",41020,2590,Belarus
belize,c_america,"cookware, cutlery, tools",41020,319457,Belize
benin,africa,"cookware, cutlery, tools",41020,228030,Benin
bermuda,carribean,"cookware, cutlery, tools",41020,1815527,Bermuda
bngldsh,asia,"cookware, cutlery, tools",41020,47499,Bangladesh
bolivia,s_america,"cookware, cutlery, tools",41020,168172,Bolivia
bosnia-h,europe,"cookware, cutlery, tools",41020,37959,Bosnia and Herzegovina
brazil,s_america,"cookware, cutlery, tools",41020,2352916,Brazil
bulgaria,europe,"cookware, cutlery, tools",41020,5362,Bulgaria
c_africa,africa,"cookware, cutlery, tools",41020,5000,Central African Republic
cambod,asia,"cookware, cutlery, tools",41020,7542,Cambodia
cameroon,africa,"cookware, cutlery, tools",41020,352244,Cameroon
canada,n_america,"cookware, cutlery, tools",41020,292896260,Canada
chad,africa,"cookware, cutlery, tools",41020,17207,Chad
chile,s_america,"cookware, cutlery, tools",41020,2948369,Chile
china,asia,"cookware, cutlery, tools",41020,14509470,China
colombia,s_america,"cookware, cutlery, tools",41020,2843694,Colombia
congo,africa,"cookware, cutlery, tools",41020,14651,Republic of Congo
cos_rica,c_america,"cookware, cutlery, tools",41020,6979562,Costa Rica
croatia,europe,"cookware, cutlery, tools",41020,250265,Croatia
cyprus,europe,"cookware, cutlery, tools",41020,285092,Cyprus
czechrep,europe,"cookware, cutlery, tools",41020,476850,Czech Republic
denmark,europe,"cookware, cutlery, tools",41020,1775649,Denmark
djibouti,africa,"cookware, cutlery, tools",41020,34720,Djibouti
dom_rep,carribean,"cookware, cutlery, tools",41020,17316995,Dominican Republic
ecuador,s_america,"cookware, cutlery, tools",41020,2350468,Ecuador
egypt,africa,"cookware, cutlery, tools",41020,1034054,Egypt
eq_gnea,africa,"cookware, cutlery, tools",41020,773084,Equatorial Guinea
estonia,europe,"cookware, cutlery, tools",41020,1809283,Estonia
ethiopia,africa,"cookware, cutlery, tools",41020,54571,Ethiopia
fiji,oceania,"cookware, cutlery, tools",41020,255100,Fiji
finland,europe,"cookware, cutlery, tools",41020,10145898,Finland
fr_guian,s_america,"cookware, cutlery, tools",41020,18344,French Guiana
fr_ind_o,asia,"cookware, cutlery, tools",41020,25490,French Polynesia
france,europe,"cookware, cutlery, tools",41020,6918640,France
g_bisau,africa,"cookware, cutlery, tools",41020,19988,Guinea-Bissau
gabon,africa,"cookware, cutlery, tools",41020,177136,Gabon
gambia,africa,"cookware, cutlery, tools",41020,24800,Gambia
georgia,asia,"cookware, cutlery, tools",41020,3300,Georgia
german,europe,"cookware, cutlery, tools",41020,14217697,Germany
ghana,africa,"cookware, cutlery, tools",41020,212538,Ghana
gilbralt,europe,"cookware, cutlery, tools",41020,5797,NA
greece,europe,"cookware, cutlery, tools",41020,1281169,Greece
guadlpe,carribean,"cookware, cutlery, tools",41020,206802,Guadeloupe
guatmala,c_america,"cookware, cutlery, tools",41020,3713449,Guatemala
guinea,africa,"cookware, cutlery, tools",41020,104103,Guinea
guyana,s_america,"cookware, cutlery, tools",41020,351014,Guyana
haiti,carribean,"cookware, cutlery, tools",41020,303584,Haiti
hondura,c_america,"cookware, cutlery, tools",41020,1751168,Honduras
hongkong,asia,"cookware, cutlery, tools",41020,12893397,NA
hungary,europe,"cookware, cutlery, tools",41020,283062,Hungary
iceland,europe,"cookware, cutlery, tools",41020,689848,Iceland
india,asia,"cookware, cutlery, tools",41020,1938920,India
indones,oceania,"cookware, cutlery, tools",41020,586677,Indonesia
iraq,asia,"cookware, cutlery, tools",41020,46285,Iraq
ireland,europe,"cookware, cutlery, tools",41020,1854007,Ireland
israel,asia,"cookware, cutlery, tools",41020,4584461,Israel
italy,europe,"cookware, cutlery, tools",41020,4870142,Italy
ivy_cst,africa,"cookware, cutlery, tools",41020,38520,Ivory Coast
jamaica,carribean,"cookware, cutlery, tools",41020,4143121,Jamaica
japan,asia,"cookware, cutlery, tools",41020,47025777,Japan
jordon,asia,"cookware, cutlery, tools",41020,1234246,Jordan
kazakhst,asia,"cookware, cutlery, tools",41020,118401,Kazakhstan
kenya,africa,"cookware, cutlery, tools",41020,228135,Kenya
kiribati,oceania,"cookware, cutlery, tools",41020,18500,Kiribati
korea_s,asia,"cookware, cutlery, tools",41020,8466087,South Korea
kuwait,asia,"cookware, cutlery, tools",41020,4732297,Kuwait
latvia,europe,"cookware, cutlery, tools",41020,206825,Latvia
lebanon,asia,"cookware, cutlery, tools",41020,514756,Lebanon
liberia,africa,"cookware, cutlery, tools",41020,114550,Liberia
libya,africa,"cookware, cutlery, tools",41020,169397,Libya
lithuani,europe,"cookware, cutlery, tools",41020,52731,Lithuania
macau,asia,"cookware, cutlery, tools",41020,117305,NA
malaysia,asia,"cookware, cutlery, tools",41020,1634661,Malaysia
mali,africa,"cookware, cutlery, tools",41020,23742,Mali
mexico,n_america,"cookware, cutlery, tools",41020,68354675,Mexico
moldova,europe,"cookware, cutlery, tools",41020,19266,Moldova
mongola,asia,"cookware, cutlery, tools",41020,15484,Mongolia
morocco,africa,"cookware, cutlery, tools",41020,406476,Morocco
mozambq,africa,"cookware, cutlery, tools",41020,4186,Mozambique
mritius,africa,"cookware, cutlery, tools",41020,227000,Mauritius
n_antil,carribean,"cookware, cutlery, tools",41020,2905226,NA
nethlds,europe,"cookware, cutlery, tools",41020,28616555,Netherlands
new_cale,oceania,"cookware, cutlery, tools",41020,691545,New Caledonia
new_guin,oceania,"cookware, cutlery, tools",41020,161403,Papua New Guinea
new_zeal,oceania,"cookware, cutlery, tools",41020,3312635,New Zealand
nicaraga,c_america,"cookware, cutlery, tools",41020,806857,Nicaragua
niger,africa,"cookware, cutlery, tools",41020,16789,Niger
nigeria,africa,"cookware, cutlery, tools",41020,257047,Nigeria
norway,europe,"cookware, cutlery, tools",41020,3797676,Norway
oman,asia,"cookware, cutlery, tools",41020,455026,Oman
pakistan,asia,"cookware, cutlery, tools",41020,764010,Pakistan
panama,c_america,"cookware, cutlery, tools",41020,3495720,Panama
paragua,s_america,"cookware, cutlery, tools",41020,282020,Paraguay
peru,s_america,"cookware, cutlery, tools",41020,1021994,Peru
phil,asia,"cookware, cutlery, tools",41020,13742088,Philippines
poland,europe,"cookware, cutlery, tools",41020,1023099,Poland
portugal,europe,"cookware, cutlery, tools",41020,420500,Portugal
qatar,asia,"cookware, cutlery, tools",41020,1071714,Qatar
romania,europe,"cookware, cutlery, tools",41020,118025,Romania
russia,europe,"cookware, cutlery, tools",41020,2381491,Russia
rwanda,africa,"cookware, cutlery, tools",41020,4386,Rwanda
s_africa,africa,"cookware, cutlery, tools",41020,5044964,South Africa
salvadr,c_america,"cookware, cutlery, tools",41020,1646025,El Salvador
samoa,oceania,"cookware, cutlery, tools",41020,114583,Samoa
sd_arab,asia,"cookware, cutlery, tools",41020,4412808,Saudi Arabia
senegal,africa,"cookware, cutlery, tools",41020,70095,Senegal
seychel,africa,"cookware, cutlery, tools",41020,4310,Seychelles
sier_ln,africa,"cookware, cutlery, tools",41020,32356,Sierra Leone
singapr,asia,"cookware, cutlery, tools",41020,11142162,Singapore
slovakia,europe,"cookware, cutlery, tools",41020,110932,Slovakia
slovenia,europe,"cookware, cutlery, tools",41020,68220,Slovenia
spain,europe,"cookware, cutlery, tools",41020,6471379,Spain
sri_lka,asia,"cookware, cutlery, tools",41020,55470,Sri Lanka
st_k_nev,carribean,"cookware, cutlery, tools",41020,2155758,Saint Kitts
surinam,s_america,"cookware, cutlery, tools",41020,251188,Suriname
sweden,europe,"cookware, cutlery, tools",41020,2397273,Sweden
switzld,europe,"cookware, cutlery, tools",41020,3407904,Switzerland
taiwan,asia,"cookware, cutlery, tools",41020,4819592,Taiwan
tanzania,africa,"cookware, cutlery, tools",41020,37280,Tanzania
thailand,asia,"cookware, cutlery, tools",41020,2817692,Thailand
togo,africa,"cookware, cutlery, tools",41020,72645,Togo
trinidad,carribean,"cookware, cutlery, tools",41020,2214256,Trinidad
tunisia,africa,"cookware, cutlery, tools",41020,34374,Tunisia
turkey,asia,"cookware, cutlery, tools",41020,684958,Turkey
uganda,africa,"cookware, cutlery, tools",41020,16772,Uganda
ukingdom,europe,"cookware, cutlery, tools",41020,37021972,UK
ukraine,europe,"cookware, cutlery, tools",41020,603548,Ukraine
uruguay,s_america,"cookware, cutlery, tools",41020,158166,Uruguay
us_nes,n_america,"cookware, cutlery, tools",41020,20240,NA
venez,s_america,"cookware, cutlery, tools",41020,8769234,Venezuela
vietnam,asia,"cookware, cutlery, tools",41020,686898,Vietnam
yemen_n,asia,"cookware, cutlery, tools",41020,22918,Yemen
yugoslav,europe,"cookware, cutlery, tools",41020,69388,Serbia
zaire,africa,"cookware, cutlery, tools",41020,56968,Democratic Republic of the Congo
zimbabwe,africa,"cookware, cutlery, tools",41020,8972,Zimbabwe
afghan,asia,household appliances,41030,612042,Afghanistan
albania,europe,household appliances,41030,36740,Albania
algeria,africa,household appliances,41030,1212029,Algeria
angola,africa,household appliances,41030,2237345,Angola
arab_em,asia,household appliances,41030,88479737,United Arab Emirates
argent,s_america,household appliances,41030,13612507,Argentina
armenia,asia,household appliances,41030,909881,Armenia
asia_nes,asia,household appliances,41030,91075,NA
austral,oceania,household appliances,41030,90044238,Australia
austria,europe,household appliances,41030,4718467,Austria
azerbaij,asia,household appliances,41030,417601,Azerbaijan
bahamas,carribean,household appliances,41030,24648322,Bahamas
bahrain,asia,household appliances,41030,5215730,Bahrain
barbado,carribean,household appliances,41030,9483259,Barbados
bel_lux,europe,household appliances,41030,87761629,Luxembourg
belarus,europe,household appliances,41030,495254,Belarus
belize,c_america,household appliances,41030,2582005,Belize
benin,africa,household appliances,41030,8165,Benin
bermuda,carribean,household appliances,41030,7201178,Bermuda
bngldsh,asia,household appliances,41030,1054941,Bangladesh
bolivia,s_america,household appliances,41030,822347,Bolivia
bosnia-h,europe,household appliances,41030,515340,Bosnia and Herzegovina
brazil,s_america,household appliances,41030,45202533,Brazil
bulgaria,europe,household appliances,41030,1380728,Bulgaria
burkina,africa,household appliances,41030,14366,Burkina Faso
burma,asia,household appliances,41030,48624,Myanmar
burundi,africa,household appliances,41030,10833,Burundi
cambod,asia,household appliances,41030,271832,Cambodia
cameroon,africa,household appliances,41030,131510,Cameroon
canada,n_america,household appliances,41030,2340301563,Canada
chad,africa,household appliances,41030,28682,Chad
chile,s_america,household appliances,41030,22524324,Chile
china,asia,household appliances,41030,145073861,China
colombia,s_america,household appliances,41030,47886944,Colombia
congo,africa,household appliances,41030,591089,Republic of Congo
cos_rica,c_america,household appliances,41030,33082446,Costa Rica
croatia,europe,household appliances,41030,124847,Croatia
cyprus,europe,household appliances,41030,1155222,Cyprus
czechrep,europe,household appliances,41030,17137226,Czech Republic
denmark,europe,household appliances,41030,27278552,Denmark
djibouti,africa,household appliances,41030,85001,Djibouti
dom_rep,carribean,household appliances,41030,30345946,Dominican Republic
ecuador,s_america,household appliances,41030,30597777,Ecuador
egypt,africa,household appliances,41030,13296305,Egypt
eq_gnea,africa,household appliances,41030,1415784,Equatorial Guinea
estonia,europe,household appliances,41030,1224900,Estonia
ethiopia,africa,household appliances,41030,41224,Ethiopia
falk_is,s_america,household appliances,41030,5848,Falkland Islands
fiji,oceania,household appliances,41030,117624,Fiji
finland,europe,household appliances,41030,10212857,Finland
fr_guian,s_america,household appliances,41030,47578,French Guiana
fr_ind_o,asia,household appliances,41030,129803,French Polynesia
france,europe,household appliances,41030,56208565,France
g_bisau,africa,household appliances,41030,52383,Guinea-Bissau
gabon,africa,household appliances,41030,126383,Gabon
gambia,africa,household appliances,41030,241853,Gambia
georgia,asia,household appliances,41030,784463,Georgia
german,europe,household appliances,41030,121418068,Germany
ghana,africa,household appliances,41030,1129281,Ghana
greece,europe,household appliances,41030,7890562,Greece
guadlpe,carribean,household appliances,41030,791263,Guadeloupe
guatmala,c_america,household appliances,41030,28530947,Guatemala
guinea,africa,household appliances,41030,131361,Guinea
guyana,s_america,household appliances,41030,1941729,Guyana
haiti,carribean,household appliances,41030,1988725,Haiti
hondura,c_america,household appliances,41030,28999698,Honduras
hongkong,asia,household appliances,41030,48947520,NA
hungary,europe,household appliances,41030,1154432,Hungary
iceland,europe,household appliances,41030,2075594,Iceland
india,asia,household appliances,41030,26886353,India
indones,oceania,household appliances,41030,4829504,Indonesia
iraq,asia,household appliances,41030,935496,Iraq
ireland,europe,household appliances,41030,31721274,Ireland
israel,asia,household appliances,41030,58147480,Israel
italy,europe,household appliances,41030,38249188,Italy
ivy_cst,africa,household appliances,41030,118223,Ivory Coast
jamaica,carribean,household appliances,41030,36491701,Jamaica
japan,asia,household appliances,41030,102321299,Japan
jordon,asia,household appliances,41030,7440943,Jordan
kazakhst,asia,household appliances,41030,446229,Kazakhstan
kenya,africa,household appliances,41030,683977,Kenya
kiribati,oceania,household appliances,41030,58897,Kiribati
korea_s,asia,household appliances,41030,83466773,South Korea
kuwait,asia,household appliances,41030,34147548,Kuwait
kyrgyzst,asia,household appliances,41030,23477,Kyrgyzstan
lao,asia,household appliances,41030,3332,Laos
latvia,europe,household appliances,41030,1133254,Latvia
lebanon,asia,household appliances,41030,6121077,Lebanon
liberia,africa,household appliances,41030,299495,Liberia
libya,africa,household appliances,41030,860611,Libya
lithuani,europe,household appliances,41030,1255380,Lithuania
macau,asia,household appliances,41030,259073,NA
macedoni,europe,household appliances,41030,5830,North Macedonia
madagas,africa,household appliances,41030,3665,Madagascar
malawi,africa,household appliances,41030,10500,Malawi
malaysia,asia,household appliances,41030,20740378,Malaysia
mali,africa,household appliances,41030,49227,Mali
malta,europe,household appliances,41030,305087,Malta
mauritn,africa,household appliances,41030,8385,Mauritania
mexico,n_america,household appliances,41030,1051917237,Mexico
moldova,europe,household appliances,41030,10576,Moldova
mongola,asia,household appliances,41030,386411,Mongolia
morocco,africa,household appliances,41030,715306,Morocco
mritius,africa,household appliances,41030,296919,Mauritius
n_antil,carribean,household appliances,41030,16852126,NA
nepal,asia,household appliances,41030,15943,Nepal
nethlds,europe,household appliances,41030,105057641,Netherlands
new_cale,oceania,household appliances,41030,1544773,New Caledonia
new_guin,oceania,household appliances,41030,44731,Papua New Guinea
new_zeal,oceania,household appliances,41030,18060235,New Zealand
nicaraga,c_america,household appliances,41030,5933216,Nicaragua
niger,africa,household appliances,41030,465552,Niger
nigeria,africa,household appliances,41030,5711916,Nigeria
norway,europe,household appliances,41030,6394043,Norway
oman,asia,household appliances,41030,3829477,Oman
pakistan,asia,household appliances,41030,2786009,Pakistan
panama,c_america,household appliances,41030,25047391,Panama
paragua,s_america,household appliances,41030,531346,Paraguay
peru,s_america,household appliances,41030,19652764,Peru
phil,asia,household appliances,41030,76445778,Philippines
poland,europe,household appliances,41030,7224502,Poland
portugal,europe,household appliances,41030,3541935,Portugal
qatar,asia,household appliances,41030,14247423,Qatar
romania,europe,household appliances,41030,852009,Romania
russia,europe,household appliances,41030,10332123,Russia
rwanda,africa,household appliances,41030,17109,Rwanda
s_africa,africa,household appliances,41030,21624570,South Africa
s_helna,africa,household appliances,41030,244395,Saint Helena
salvadr,c_america,household appliances,41030,11495130,El Salvador
sd_arab,asia,household appliances,41030,119687625,Saudi Arabia
senegal,africa,household appliances,41030,1299517,Senegal
sier_ln,africa,household appliances,41030,217675,Sierra Leone
singapr,asia,household appliances,41030,52974586,Singapore
slovakia,europe,household appliances,41030,124930,Slovakia
slovenia,europe,household appliances,41030,1076759,Slovenia
spain,europe,household appliances,41030,36004125,Spain
sri_lka,asia,household appliances,41030,311661,Sri Lanka
st_k_nev,carribean,household appliances,41030,11457604,Saint Kitts
surinam,s_america,household appliances,41030,4119685,Suriname
sweden,europe,household appliances,41030,15932438,Sweden
switzld,europe,household appliances,41030,6055465,Switzerland
taiwan,asia,household appliances,41030,51519685,Taiwan
tanzania,africa,household appliances,41030,281259,Tanzania
thailand,asia,household appliances,41030,23845765,Thailand
togo,africa,household appliances,41030,75000,Togo
trinidad,carribean,household appliances,41030,26183574,Trinidad
tunisia,africa,household appliances,41030,310870,Tunisia
turkey,asia,household appliances,41030,16334033,Turkey
uganda,africa,household appliances,41030,118141,Uganda
ukingdom,europe,household appliances,41030,137341992,UK
ukraine,europe,household appliances,41030,3009805,Ukraine
uruguay,s_america,household appliances,41030,944965,Uruguay
us_nes,n_america,household appliances,41030,576584,NA
uzbekist,asia,household appliances,41030,41609,Uzbekistan
venez,s_america,household appliances,41030,154596675,Venezuela
vietnam,asia,household appliances,41030,2358880,Vietnam
yemen_n,asia,household appliances,41030,759612,Yemen
yugoslav,europe,household appliances,41030,266361,Serbia
zaire,africa,household appliances,41030,275198,Democratic Republic of the Congo
zambia,africa,household appliances,41030,49873,Zambia
zimbabwe,africa,household appliances,41030,10500,Zimbabwe
afghan,asia,rugs,41040,3775,Afghanistan
