name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Perry, NY",11/11/2021,15,1.6,9.4,15,-1,8.4,2.6,63.6,0,0,0,,0,0,48.7,28.1,140,1018.6,32.3,16,57,5,3,,2021-11-11T06:59:03,2021-11-11T16:52:38,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72529014768,KGVQ,E7794,KROC,E6819,KBUF,72498894704,KDSV"
"Perry, NY",11/12/2021,15.3,5.4,11.1,15.3,4.2,10.7,4.5,66.3,7.03,100,66.67,rain,0,0,49.8,27.7,225.8,1011,68.6,15.3,86,7.4,4,,2021-11-12T07:00:20,2021-11-12T16:51:38,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",11/13/2021,5.8,3.5,4.5,3.8,0.3,2,1.1,78.6,2.34,100,75,rain,0,0,33.5,20.6,220.1,1008.7,86.4,15.3,25.8,2.1,1,,2021-11-13T07:01:36,2021-11-13T16:50:39,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",11/14/2021,5.6,1.5,3.4,3.1,-1.2,0.8,0.3,80.3,4.67,100,58.33,"rain,snow",3.2,1.1,37.1,18.4,203.9,1009.3,97.2,14.3,32.4,2.8,2,,2021-11-14T07:02:51,2021-11-14T16:49:43,0.4,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",11/15/2021,5.3,1.9,3,1.6,-1.4,-0.3,0.2,81.7,3.32,100,62.5,"rain,snow",1.9,3.8,42.5,23.3,270.4,1010.7,95.2,14.9,40.4,3.6,2,,2021-11-15T07:04:07,2021-11-15T16:48:49,0.43,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",11/16/2021,6,0.8,3.4,4.2,-2.7,1.1,-1.7,69.9,0,0,0,,4.2,2.8,42.5,16.4,262.4,1020.6,85.5,16,53.7,4.7,3,,2021-11-16T07:05:22,2021-11-16T16:47:56,0.46,Partially cloudy,Partly cloudy throughout the day.,snow,"72529014768,KGVQ,E4781,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",11/17/2021,14.1,0,8,14.1,-3,6.5,3.5,73.2,0,0,0,,0,0.3,41.7,24.7,151.3,1017.9,56.6,16,50.5,4.2,3,,2021-11-17T07:06:37,2021-11-17T16:47:06,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",11/18/2021,15.1,3.5,9.9,15.1,-0.3,8.5,5.2,73.3,3.65,100,62.5,rain,1.9,0.6,46.4,24.2,254,1014.2,88.4,15.2,11,0.9,1,,2021-11-18T07:07:52,2021-11-18T16:46:17,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"72529014768,KGVQ,E7794,KROC,E6819,KBUF,72498894704,KDSV"
"Perry, NY",11/19/2021,5,-0.5,2.3,2,-3.6,-0.9,-2.5,70.8,0.57,100,8.33,"rain,snow",1.2,2.2,48.4,21.2,288.5,1026.4,82.7,15.9,43.5,3.5,2,,2021-11-19T07:09:06,2021-11-19T16:45:31,0.5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",11/20/2021,7,-2.1,2.7,4.4,-6,-0.2,-3.2,66.8,0,0,0,,0,0.2,33.5,18.9,172,1029.2,30.5,16,58.5,5.1,3,,2021-11-20T07:10:20,2021-11-20T16:44:47,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72529014768,KGVQ,E7794,KROC,KBUF,F7363,72498894704,KDSV"
"Perry, NY",11/21/2021,9.3,3.6,5.8,7.3,0.5,3,-0.4,65.7,2.3,100,29.17,rain,0,0,40.8,19.8,170,1019.2,86.5,15.8,38.5,3.3,3,,2021-11-21T07:11:33,2021-11-21T16:44:05,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",11/22/2021,7.5,-0.5,2,4.8,-4.8,-2.2,-3.7,66.4,0.65,100,33.33,"rain,snow",0,0,59.2,25.5,278.8,1014,91.3,15.4,51.7,4.4,3,,2021-11-22T07:12:45,2021-11-22T16:43:25,0.54,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,rain,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",11/23/2021,1.3,-3.4,-0.7,-0.4,-5.9,-3.3,-5,73.2,0.47,100,29.17,"rain,snow",0,0,29.5,18.2,294.1,1020.6,77,14.8,56.8,4.8,3,,2021-11-23T07:13:57,2021-11-23T16:42:48,0.57,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",11/24/2021,9.1,-3.2,2.6,7.4,-6.4,-0.4,-4.1,63.2,0,0,0,,0,0,25.9,17.3,171,1025.1,38.1,16,71.9,6,3,,2021-11-24T07:15:09,2021-11-24T16:42:12,0.61,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",11/25/2021,8.9,5.4,7.1,7.6,3.2,5.2,0.9,65.6,0.68,100,45.83,rain,0,0,32.3,19.4,189.9,1014.8,96.2,15.6,17.8,1.5,1,,2021-11-25T07:16:19,2021-11-25T16:41:39,0.66,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",11/26/2021,7.1,-1,1.3,4.9,-7.3,-3.7,-2.1,77.9,3.99,100,45.83,"rain,snow",1.9,0.6,50.3,28.7,286.5,1009,99.6,13.6,25.8,2.2,1,,2021-11-26T07:17:29,2021-11-26T16:41:09,0.7,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72529014768,KGVQ,E4781,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",11/27/2021,0.2,-1.6,-0.9,-0.6,-7.2,-4.9,-6,68.8,0.07,100,8.33,"rain,snow",2.4,3,40.8,23,281,1014.6,98.4,14.8,46.1,4,2,,2021-11-27T07:18:38,2021-11-27T16:40:40,0.75,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",11/28/2021,1.2,-1.6,-0.3,1.2,-4.3,-2,-2.1,87.9,1.66,100,58.33,"rain,snow",0.8,4.5,,11.7,206.2,1009.6,99.1,10.6,13.7,1.2,1,,2021-11-28T07:19:46,2021-11-28T16:40:14,0.81,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72529014768,KGVQ,E7794,KROC,E6481,KBUF,72498894704,KDSV"
"Perry, NY",11/29/2021,2.7,-1.5,0.3,0.8,-5.8,-2.6,-3.9,74.4,0.05,100,4.17,"rain,snow",0.7,4.2,,15.3,303,1015.5,87.2,15.3,63,5.4,3,,2021-11-29T07:20:53,2021-11-29T16:39:50,0.86,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",11/30/2021,3.4,0,1.5,1.5,-3.1,-1.3,-1.6,80.1,1.41,100,58.33,"rain,snow",1.8,4.1,46.4,17.2,190.9,1012.9,99.1,13.6,44.3,3.9,2,,2021-11-30T07:21:59,2021-11-30T16:39:29,0.91,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",12/1/2021,5.8,1.6,3.6,3.6,-1.6,0.9,-2.6,64,0.09,100,4.17,rain,0.5,2.9,44.5,21.5,217,1017.7,82.3,16,49.9,4.3,2,,2021-12-01T07:23:04,2021-12-01T16:39:10,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",12/2/2021,11.5,4.1,7.4,11.5,-0.1,4.8,2.8,72.5,2.04,100,25,rain,0,0.2,71.4,42.1,229,1004.2,96.4,15.7,23,2,1,,2021-12-02T07:24:07,2021-12-02T16:38:53,0.98,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72529014768,KGVQ,E7794,KROC,E6481,KBUF,72498894704,KDSV"
"Perry, NY",12/3/2021,3.6,0.9,1.7,1.1,-3.9,-1.7,-4,66.2,0,0,0,,0,0,43.5,26.6,307.7,1017,96.9,15.9,40.9,3.3,2,,2021-12-03T07:25:10,2021-12-03T16:38:39,1,Overcast,Cloudy skies throughout the day.,cloudy,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",12/4/2021,7.4,-0.4,2.7,3.9,-4.2,-0.2,-3.5,64.8,0,0,0,,0,0,54.2,26.3,259.4,1019.2,74,16,52.7,4.4,3,,2021-12-04T07:26:11,2021-12-04T16:38:27,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",12/5/2021,8.5,-1.6,2.2,4.5,-3.8,-0.4,-4.4,63.1,0.13,100,8.33,rain,0,0,53.6,31.2,198.8,1022.6,69.6,15.9,29.5,2.6,1,,2021-12-05T07:27:11,2021-12-05T16:38:18,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",12/6/2021,10.9,1.1,6.9,10.9,-4.5,3.4,2,71.6,6.63,100,79.17,"rain,snow",1.9,0.6,74,46.4,216.7,1005.5,84.8,14.8,18.1,1.5,1,,2021-12-06T07:28:09,2021-12-06T16:38:11,0.04,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"72529014768,KGVQ,E7794,KROC,E6481,KBUF,72498894704,KDSV"
"Perry, NY",12/7/2021,1.2,-2,-1.2,-1.5,-6.8,-4.9,-6.7,66.4,0.05,100,4.17,"rain,snow",2.7,2.4,46,20.1,297.2,1020.7,87.7,15,41.4,3.5,2,,2021-12-07T07:29:07,2021-12-07T16:38:06,0.07,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",12/8/2021,-0.7,-4,-2.6,-2,-8,-4.2,-5.3,82.2,0.74,100,41.67,"rain,snow",2,4.4,,15.4,190.7,1017,85.2,10.3,20.2,1.8,1,,2021-12-08T07:30:02,2021-12-08T16:38:04,0.12,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",12/9/2021,1,-4.5,-1.8,-1.1,-8,-4.3,-5.8,74.4,0.08,100,8.33,"rain,snow",0.5,5.2,33.5,18.4,178.6,1020.5,88.6,15.4,38.8,3.4,2,,2021-12-09T07:30:56,2021-12-09T16:38:05,0.17,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",12/10/2021,9.4,1.4,4.9,8.9,-3,2.3,-0.7,67.8,0,0,0,,0.5,3.2,44.6,17.7,178.9,1015.8,64.7,16,45.5,3.7,2,,2021-12-10T07:31:48,2021-12-10T16:38:08,0.22,Partially cloudy,Partly cloudy throughout the day.,snow,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",12/11/2021,18,4.2,9.9,18,-0.8,7.6,5.4,73.6,4.26,100,54.17,rain,0,0.3,69,39.8,206.1,1000.5,79.5,15.3,27.6,2.3,1,,2021-12-11T07:32:39,2021-12-11T16:38:13,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",12/12/2021,7.2,-0.8,3.8,4.3,-3.4,0.1,-4.7,55.1,0,0,0,,0,0,54.1,28.6,256.7,1018.4,20.5,16,64.6,5.6,3,,2021-12-12T07:33:28,2021-12-12T16:38:21,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",12/13/2021,11,3.1,6.4,11,0.1,3.5,-5.2,44.6,0,0,0,,0,0,56.1,21.6,237.7,1022.5,8.7,16,63.6,5.4,3,,2021-12-13T07:34:15,2021-12-13T16:38:31,0.37,Clear,Clear conditions throughout the day.,clear-day,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",12/14/2021,7.9,-1.4,2.4,7.6,-3.2,0.9,-1.3,77.2,0,0,0,,0,0,,14.7,149.4,1034.3,16.5,15.8,67.3,5.8,3,,2021-12-14T07:35:00,2021-12-14T16:38:44,0.41,Clear,Clear conditions throughout the day.,clear-day,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",12/15/2021,10.1,0.5,5.5,10.1,-3.3,2.1,-0.3,67,4.04,100,41.67,rain,0,0,41.5,22.6,159.5,1027.1,71.9,15.6,10.9,0.8,0,,2021-12-15T07:35:44,2021-12-15T16:38:59,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",12/16/2021,18.1,10.9,15,18.1,10.9,15,4.6,50.6,0.17,100,12.5,rain,0,0,59.7,30.6,204.4,1010.5,70.5,16,26.2,2.1,1,,2021-12-16T07:36:25,2021-12-16T16:39:17,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",12/17/2021,9.5,0.7,5.1,6.4,-1.6,2.5,-2.8,58.1,0,0,0,,0,0,55.2,26.6,250.4,1020.5,17.3,15.8,63.9,5.5,3,,2021-12-17T07:37:05,2021-12-17T16:39:37,0.49,Clear,Clear conditions throughout the day.,clear-day,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",12/18/2021,2.3,-1.4,0.9,-0.4,-6.7,-2.3,-1,86.9,8.93,100,58.33,"rain,snow",0,0,37.1,21.9,168.4,1017.1,99.1,10.3,9.9,0.8,0,,2021-12-18T07:37:42,2021-12-18T16:39:59,0.5,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"72529014768,KGVQ,E7794,KROC,E6819,KBUF,72498894704,KDSV"
"Perry, NY",12/19/2021,-1.7,-7.6,-3.4,-5.5,-11.3,-7.9,-6.3,80.9,0,0,0,,0,0,,22.6,322.7,1024.8,80.5,15.2,29.4,2.5,1,,2021-12-19T07:38:18,2021-12-19T16:40:24,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72529014768,KGVQ,E7794,KROC,KBUF,F7363,72498894704,KDSV"
"Perry, NY",12/20/2021,3.1,-8,-2.2,-0.1,-12.4,-6.4,-6.7,72.2,0,0,0,,0,0,44,19.5,172,1023.4,32.7,16,52.6,4.5,3,,2021-12-20T07:38:51,2021-12-20T16:40:50,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",12/21/2021,4.9,-0.5,1.6,3.1,-4.3,-0.9,-3.5,69.1,0,0,0,,0,0,50,15.1,213.9,1014.8,42.9,15.8,57.8,4.9,3,,2021-12-21T07:39:22,2021-12-21T16:41:20,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",12/22/2021,3,-2.5,-0.2,-0.7,-8.4,-5.2,-6.3,63.4,0.45,100,29.17,"rain,snow",0,0,50.5,27.7,257.2,1007.9,89.8,13.9,34.4,2.8,2,,2021-12-22T07:39:51,2021-12-22T16:41:51,0.55,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"72529014768,KGVQ,E7794,KROC,KBUF,F7363,72498894704,KDSV"
"Perry, NY",12/23/2021,-0.7,-4.2,-2.4,-1.3,-8.5,-5.9,-8,65.7,0.62,100,45.83,"rain,snow",2,0.7,33.5,20.6,236.7,1020,87.4,13.9,47.4,4,3,,2021-12-23T07:40:18,2021-12-23T16:42:25,0.59,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"72529014768,KGVQ,E7794,KROC,KBUF,F7363,72498894704,KDSV"
"Perry, NY",12/24/2021,6.4,-1.5,2.4,6,-5.1,0,-1.3,77.1,0.11,100,8.33,"rain,snow",1.2,2.3,,13.1,118.8,1013,79.6,14.5,34.5,2.9,2,,2021-12-24T07:40:42,2021-12-24T16:43:00,0.63,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV,C4954"
"Perry, NY",12/25/2021,9.1,4.8,7.5,8.3,1,5.1,5.5,87.2,7.72,100,75,rain,0,0.2,37.1,21,245.4,1001.1,100,13.3,12.1,1.1,1,,2021-12-25T07:41:05,2021-12-25T16:43:38,0.67,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72529014768,KGVQ,E7794,KROC,E6819,KBUF,72498894704,KDSV"
"Perry, NY",12/26/2021,4.4,0.2,2.9,0.9,-3.8,-0.7,-1.4,73.5,0.09,100,4.17,rain,0,0,35.3,22.1,309.5,1016.8,99.6,16,20.4,1.7,1,,2021-12-26T07:41:25,2021-12-26T16:44:18,0.72,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72529014768,KGVQ,E7794,KROC,E6819,KBUF,72498894704,KDSV"
"Perry, NY",12/27/2021,3.2,-1.8,0.2,0.5,-6.9,-3.6,-3,79.5,0.8,100,25,"rain,snow",0,0,33.5,21.6,114.8,1014,95.2,14.6,18.3,1.5,1,,2021-12-27T07:41:42,2021-12-27T16:45:01,0.78,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"72529014768,KGVQ,E7794,KROC,KBUF,F7363,72498894704,KDSV"
"Perry, NY",12/28/2021,5.8,0.3,3.2,2.8,-3.3,0.6,-0.6,76.8,2.13,100,25,"rain,snow",3.9,1.3,53.6,20.5,233,1010.2,75.6,13.8,37.4,3.2,2,,2021-12-28T07:41:57,2021-12-28T16:45:45,0.83,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",12/29/2021,3.8,0.4,2.2,3.8,-2.8,1.2,1.2,93.3,2.25,100,25,"rain,snow",2.3,4.6,,10.3,188.2,1011.5,100,9.3,23.4,2,1,,2021-12-29T07:42:10,2021-12-29T16:46:31,0.88,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"72529014768,KGVQ,E4781,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",12/30/2021,5.5,2.6,3.8,5.5,0.7,3.3,2.2,89.4,0.34,100,8.33,rain,2.6,1.8,,11.1,156.3,1013.5,99.8,11.2,24.2,2.2,2,,2021-12-30T07:42:21,2021-12-30T16:47:19,0.93,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"72529014768,KGVQ,E7794,KROC,KBUF,72498894704,KDSV"
"Perry, NY",12/31/2021,10.6,2,5.2,10.6,-0.3,4.4,3.3,87.8,0.53,100,12.5,rain,0,0.2,,12.8,165.5,1011.5,70.1,9.6,43,3.6,2,,2021-12-31T07:42:29,2021-12-31T16:48:08,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72529014768,KGVQ,E7794,KROC,KBUF,F7363,72498894704,KDSV"
